Address,USB0::0x2A8D::0x8601::MY59013886::0::INSTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model,DAQ973A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serial Number:,MY59013886,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Firmware Version,A.03.03-01.00-02.01-00.02-02.00-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start Time,2026-07-01 19:17:41.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stop Time,2026-07-02 15:17:21.607,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Log Running,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument Configuration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modules,4,Slot 0,SCD,Slot 1,DAQM901A,Slot 4,DAQ970A Computed Channels,Slot 10,Virtual Digitizer Channels,,,,,,,,,,,,,,,,,,,,
2026-07-01 19:24:21.626,21,23.325598,41.1622796,55.4013519,58.2750717,23.9064292,40.205176,27.3748222,25.034637,0.000373268294,28.6720198,45.6671867,5.87450281,5.24274764,0.55691128,0.191586769,0.00400641366,,,,,,,,,,,,
2026-07-01 19:24:41.651,22,23.3217108,41.5804971,55.4852448,58.5115559,23.9004547,40.1977386,27.3277133,25.3084187,0.00316139685,28.7495096,45.6861782,6.10583561,5.24295621,0.557107885,0.179382277,0.00400435252,,,,,,,,,,,,
2026-07-01 19:25:01.607,23,23.3113379,41.6919161,55.5994479,58.6760165,23.8806981,40.29989,27.2137419,25.5273826,0.00710193457,28.8337304,45.7739773,5.95192004,5.24285298,0.556996256,0.183236317,0.00400467727,,,,,,,,,,,,
2026-07-01 19:25:21.624,24,23.2881943,41.6416532,55.6564285,58.7951284,23.8925672,40.3027728,27.1272531,25.671033,0.00506131936,28.8738036,45.8698387,6.12274965,5.21982116,0.55481156,0.178844763,0.00400570975,,,,,,,,,,,,
2026-07-01 19:25:41.607,25,23.3057713,41.7401801,55.7011395,58.8901101,23.8760644,40.2669713,27.0532172,25.7467796,0.00536884833,28.9127509,46.1107794,6.10145769,5.22003367,0.560885694,0.182033181,0.00400762053,,,,,,,,,,,,
2026-07-01 19:26:01.614,26,23.2734162,41.6499408,55.7313652,58.9563874,23.8736755,40.2847044,26.9831071,25.8496358,-0.000827686263,28.9792719,46.2125798,5.99791114,5.21978566,0.557581617,0.169955841,0.00400621621,,,,,,,,,,,,
2026-07-01 19:26:21.627,27,23.2768717,41.533632,55.733473,59.0120449,23.8681846,40.3558525,26.9342683,25.8374794,0.00487063783,29.0345202,46.1533281,6.01476692,5.21979585,0.555784347,0.18629832,0.00400594282,,,,,,,,,,,,
2026-07-01 19:26:41.620,28,23.2479489,42.290746,55.7613045,59.0602976,23.8681958,40.3836889,26.9287145,25.821776,0.00688734345,29.1088245,46.2217638,5.76764347,5.21945537,0.554272697,0.178611469,0.00400627992,,,,,,,,,,,,
2026-07-01 19:27:01.607,29,23.2912904,42.6847052,55.8326727,59.0993701,23.8885787,40.2943914,26.9221213,25.8223577,0.000755858642,29.1231257,46.6518311,5.88460817,5.19535137,0.550859198,0.173854578,0.00400619512,,,,,,,,,,,,
2026-07-01 19:27:21.607,30,23.2713628,42.9117415,55.8687216,59.1332429,23.90332,40.236165,26.943563,25.7921332,0.000907718953,29.1909423,47.798112,5.99263841,5.19536011,0.555818429,0.177765582,0.00400703256,,,,,,,,,,,,
2026-07-01 19:27:41.607,31,23.2722461,43.4621905,55.858833,59.1596743,23.8739838,40.2889255,26.9667949,25.7305352,0.0012241149,29.4197135,49.2757516,5.66004656,5.21927824,0.554074141,0.177787876,0.00400657942,,,,,,,,,,,,
2026-07-01 19:28:01.607,32,23.2820159,42.1496085,55.8771592,59.1828841,23.8806752,40.2581794,26.984055,25.6227019,0.00194998255,29.7882028,50.6028977,5.77761832,5.21966211,0.553280286,0.162572608,0.00400638285,,,,,,,,,,,,
2026-07-01 19:28:21.608,33,23.2921442,42.7386268,55.9176931,59.2048329,23.8930756,40.1372773,26.9903334,25.532518,0.000798580128,30.1247388,51.7564867,5.87037387,5.21872743,0.544283993,0.172505111,0.00400454058,,,,,,,,,,,,
2026-07-01 19:28:41.608,34,23.2716391,42.376224,55.9691017,59.2249647,23.8932538,40.1691978,26.9655108,25.4862318,0.000820025909,30.5134328,52.522576,5.83960775,5.21094622,0.544866754,0.177911641,0.00400641137,,,,,,,,,,,,
2026-07-01 19:29:01.607,35,23.2885278,41.8860397,56.0074393,59.2426459,23.8961104,40.1128461,27.0116772,25.3636535,0.00622559019,30.899124,52.5879829,5.87145472,5.2195477,0.545770687,0.185260586,0.00400462723,,,,,,,,,,,,
2026-07-01 19:29:21.634,36,23.2862832,42.2467644,56.0462609,59.2542122,23.8961842,40.1551751,27.0388946,25.1802391,-0.000334998686,31.2285237,52.3500479,5.7345878,5.21960034,0.547883731,0.179066937,0.00400653473,,,,,,,,,,,,
2026-07-01 19:29:41.607,37,23.2661488,41.7337964,56.0271158,59.2676256,23.9349947,40.176429,27.1090973,24.90589,0.0038618541,31.4893628,51.9318394,5.69283061,5.21958721,0.548803227,0.185636004,0.00400619851,,,,,,,,,,,,
2026-07-01 19:30:01.608,38,23.2948261,41.9843566,56.0275338,59.2795985,23.9091988,40.289399,27.1755094,24.6413509,0.00291552997,31.7168624,51.4082386,5.943759,5.24271143,0.553645061,0.19175717,0.00400648283,,,,,,,,,,,,
2026-07-01 19:30:21.617,39,23.3077279,41.7602419,56.0179971,59.2901249,23.8972117,40.1818251,27.2744788,24.280446,0.00230530313,31.8869312,50.8128927,5.90099149,5.24270572,0.550141874,0.182547335,0.00400611743,,,,,,,,,,,,
2026-07-01 19:30:41.607,40,23.2814194,42.0177754,55.9942779,59.300729,23.8697022,40.1717427,27.35831,23.9076023,0.00461392509,31.9752984,50.363698,5.71424438,5.2424863,0.555321681,0.17678596,0.00400443273,,,,,,,,,,,,
2026-07-01 19:31:01.607,41,23.2794233,43.3112315,55.9827706,59.3113929,23.8807862,40.1141794,27.4430817,23.5927415,0.00404375597,32.0672214,50.2197464,5.63651998,5.26008892,0.547224663,0.174613857,0.00400648851,,,,,,,,,,,,
2026-07-01 19:31:21.608,42,23.2365349,42.7730589,55.9872314,59.3191817,23.9022499,39.9322523,27.5672006,23.2480625,0.000806713942,32.1311584,50.4037512,5.65143901,5.26433647,0.54837382,0.175617522,0.00400798374,,,,,,,,,,,,
2026-07-01 19:31:41.623,43,23.2266465,41.8634358,56.0211023,59.3235273,23.906703,39.7650938,27.704392,22.8728333,0.000973623762,32.2730209,50.2725604,5.73784952,5.2740708,0.547694095,0.18861935,0.00400696022,,,,,,,,,,,,
2026-07-01 19:32:01.608,44,23.2232088,42.6206791,56.0427675,59.3330197,23.8804775,39.7902574,27.7618717,22.4793381,0.0012947313,32.3424383,50.2150081,5.68807666,5.28722472,0.548437347,0.169472477,0.00400797675,,,,,,,,,,,,
2026-07-01 19:32:21.616,45,23.2280556,42.7339333,56.0676695,59.3405694,23.8922439,39.7582426,27.8923593,22.1167413,0.00128200311,32.4184694,50.5803069,5.57691421,5.29224608,0.552846132,0.170201347,0.00400522547,,,,,,,,,,,,
2026-07-01 19:32:41.623,46,23.1976864,41.7896866,56.0500589,59.3476708,23.894499,39.7724078,27.9648679,21.8792566,0.00476903755,32.4975879,50.7932954,5.76052584,5.31161023,0.558146021,0.181212539,0.00400631182,,,,,,,,,,,,
2026-07-01 19:33:01.633,47,23.1979932,41.8127275,56.0096129,59.3506178,23.9046508,39.716673,28.0945837,21.6383196,0.00645131446,32.6150648,50.8671943,5.53198033,5.32786843,0.55703466,0.175047496,0.00400580842,,,,,,,,,,,,
2026-07-01 19:33:21.607,48,23.1556083,42.0294266,56.008556,59.355107,23.9131618,39.7083323,28.2010214,21.3793055,0.00121756694,32.7285929,51.1040334,5.67097973,5.33483649,0.555262207,0.183846122,0.00400642765,,,,,,,,,,,,
2026-07-01 19:33:41.607,49,23.157815,41.3614461,56.0073676,59.3579643,23.9092312,39.5751804,28.2615338,21.15377,0.00526331789,32.8634671,51.280188,5.60079845,5.33478344,0.554707111,0.1826664,0.0040066122,,,,,,,,,,,,
2026-07-01 19:34:01.636,50,23.1340032,40.8730147,56.0311646,59.3636849,23.8915433,39.4932195,28.3345902,21.0535599,-0.000766472359,32.9783251,51.4254782,5.69495798,5.34244091,0.554144978,0.180696336,0.00400656117,,,,,,,,,,,,
2026-07-01 19:34:21.607,51,23.1322112,40.874525,56.0631549,59.3665422,23.8976528,39.3562232,28.3945823,20.8705909,0.000286285436,33.0793367,51.4215202,5.57010709,5.35783357,0.549721829,0.18338803,0.00400511664,,,,,,,,,,,,
2026-07-01 19:34:41.608,52,23.0933768,40.6067967,56.0780006,59.3673193,23.9148724,39.3120801,28.4572935,20.7053387,0.000288501033,33.2520244,51.4565504,5.70689987,5.35779674,0.545969814,0.182223472,0.00400548859,,,,,,,,,,,,
2026-07-01 19:35:01.624,53,23.1249247,40.9082253,56.0933122,59.3731655,23.8758231,39.2615801,28.5053174,20.4990991,1.33671272E-05,33.3529247,51.3059568,5.8584057,5.38081934,0.554393445,0.174064158,0.00400553022,,,,,,,,,,,,
2026-07-01 19:35:21.641,54,23.0843698,41.5825833,56.0834408,59.3758076,23.911926,39.2968637,28.5611042,20.2910403,0.000449784525,33.4496026,51.4190571,5.79346136,5.38383918,0.552213988,0.185406016,0.00400789688,,,,,,,,,,,,
2026-07-01 19:35:41.608,55,23.0734945,41.5777595,56.0741548,59.3729861,23.9352914,39.3053524,28.6415975,20.0552894,0.00243529247,33.5586301,51.3955598,5.85192495,5.40402855,0.549071289,0.176889397,0.00400708719,,,,,,,,,,,,
2026-07-01 19:36:01.607,56,23.0402584,41.9974578,56.068619,59.3774634,23.9346713,39.2631962,28.7166934,19.7970397,0.00555205566,33.6521762,51.2964867,5.8772202,5.40385127,0.550066821,0.175994251,0.00400585606,,,,,,,,,,,,
2026-07-01 19:36:21.607,57,23.061894,42.3124395,56.08067,59.3816657,23.9003931,39.3370532,28.8017133,19.6049705,-0.000467966666,33.7408509,51.4917454,5.76035796,5.40928426,0.551901809,0.180966213,0.00400563818,,,,,,,,,,,,
2026-07-01 19:36:41.662,58,23.0678923,42.2294501,56.0701537,59.3820303,23.8933165,39.4062804,28.8987951,19.3737001,0.00529538199,33.8115675,51.6790153,5.73002386,5.4283996,0.550011211,0.186172534,0.00400534381,,,,,,,,,,,,
2026-07-01 19:37:01.608,59,23.0688401,42.1240438,56.0653166,59.385874,23.9059238,39.3920891,28.9576663,19.2097336,0.000913611888,33.8993496,51.8935787,5.68361077,5.42814267,0.550569977,0.185222746,0.00400642426,,,,,,,,,,,,
2026-07-01 19:37:21.607,60,23.0437171,42.1743938,56.0554753,59.3888449,23.8779353,39.3632991,29.0674258,18.9169099,0.000423231839,34.0404958,51.9520016,5.75860613,5.45123857,0.555401694,0.177591821,0.00400612224,,,,,,,,,,,,
2026-07-01 19:37:41.626,61,23.0401899,41.4696972,56.0664095,59.3902317,23.8876849,39.3664826,29.1993163,18.6222095,0.00386423747,34.2060116,52.0453453,5.64981446,5.45117591,0.548332586,0.17760641,0.00400841984,,,,,,,,,,,,
2026-07-01 19:38:01.608,62,23.0052555,42.9456393,56.0725305,59.3915946,23.8860234,39.3452068,29.275739,18.4149356,0.00470723757,34.290382,52.2441699,5.68670479,5.45138453,0.550451173,0.17871384,0.00400793774,,,,,,,,,,,,
2026-07-01 19:38:21.646,63,23.0045536,42.0008548,56.0793203,59.3892872,23.8531233,39.3753569,29.3931856,18.2338775,0.00199968179,34.4059462,52.5326142,5.69238285,5.47295879,0.553606007,0.173855425,0.004005682,,,,,,,,,,,,
2026-07-01 19:38:41.650,64,22.9802038,42.22644,56.059118,59.3921266,23.8712333,39.3027192,29.5182843,17.9597089,-0.00030862527,34.526235,52.4415851,5.80796785,5.49498831,0.549795461,0.171036305,0.00400618223,,,,,,,,,,,,
2026-07-01 19:39:01.607,65,23.0370869,42.1169557,56.0712286,59.3907338,23.8538441,39.29824,29.6486424,17.7392196,-0.000485969539,34.6502865,52.5099829,5.62326526,5.49591705,0.54363307,0.180846711,0.00400812011,,,,,,,,,,,,
2026-07-01 19:39:21.607,66,23.0083054,41.3822591,56.1245446,59.3909012,23.8347641,39.2950441,29.7076007,17.5142417,0.00452753521,34.7733043,52.5728846,5.71459805,5.49596557,0.544890365,0.181468537,0.00400638307,,,,,,,,,,,,
2026-07-01 19:39:41.607,67,23.0434577,41.2928537,56.155646,59.3932983,23.8165341,39.4771019,29.7881881,17.2785089,0.00532151178,34.9087164,52.6629236,5.93770873,5.52026952,0.544477081,0.18143649,0.0040082591,,,,,,,,,,,,
2026-07-01 19:40:01.638,68,23.080486,41.6985123,56.1702772,59.3942009,23.851503,39.3638401,29.8283581,17.1160343,-0.000203437287,34.9704235,52.5939653,5.55685375,5.52033365,0.543702859,0.183134245,0.00400777264,,,,,,,,,,,,
2026-07-01 19:40:21.662,69,23.0953556,41.9061475,56.1931974,59.3937884,23.7943075,39.4942931,29.8920385,16.898725,-0.0011753189,35.1175936,52.6937041,5.54013624,5.52025066,0.55089624,0.172359981,0.00400497197,,,,,,,,,,,,
2026-07-01 19:40:41.607,70,23.112393,42.2975877,56.1721344,59.3945237,23.8354739,39.4039876,29.998086,16.6720706,-0.000127199155,35.2974417,52.6933012,5.83189991,5.5433601,0.545272329,0.185101058,0.00400649747,,,,,,,,,,,,
2026-07-01 19:41:01.632,71,23.1318391,41.7598125,56.1477333,59.3919174,23.8020474,39.4054185,30.0984425,16.5135664,-0.000480207609,35.3794492,52.5387273,5.57894692,5.54341402,0.546243866,0.184853912,0.00400648294,,,,,,,,,,,,
2026-07-01 19:41:21.644,72,23.1524957,41.5880961,56.152899,59.3964664,23.8159237,39.2455126,30.2002615,16.2876994,0.00413116862,35.4613236,52.3697088,5.76213619,5.56639858,0.544128432,0.180967114,0.00400871475,,,,,,,,,,,,
2026-07-01 19:41:41.644,73,23.1768643,42.1584569,56.1671061,59.3947389,23.8190566,39.1774474,30.2885172,16.0848786,0.00226558787,35.5446524,52.242713,5.96331865,5.5664414,0.545051635,0.188234752,0.00400797446,,,,,,,,,,,,
2026-07-01 19:42:01.623,74,23.1731964,43.1873111,56.1686528,59.3938482,23.8238762,39.1696259,30.3699692,15.9247816,-0.00105161552,35.6188869,52.4291603,5.75869368,5.5795939,0.55082741,0.191028436,0.00400674649,,,,,,,,,,,,
2026-07-01 19:42:21.607,75,23.1878332,41.9687906,56.1494532,59.3952649,23.8235229,39.1201546,30.450183,15.7614684,0.00535587652,35.6929745,52.6682567,5.71473377,5.58955332,0.555627347,0.178211461,0.0040058659,,,,,,,,,,,,
2026-07-01 19:42:41.607,76,23.2005904,41.1116099,56.1269035,59.3963349,23.8361645,39.1296396,30.5608223,15.5821065,-0.00091408764,35.8059653,52.1329035,5.74662532,5.58939149,0.554035788,0.185318452,0.00400508943,,,,,,,,,,,,
2026-07-01 19:43:01.619,77,23.1964053,41.1534344,56.1086537,59.3948465,23.8344373,39.1463028,30.6548382,15.2918877,0.00269611694,35.8448696,51.7471478,5.60085895,5.61242565,0.553050728,0.174518233,0.0040079231,,,,,,,,,,,,
2026-07-01 19:43:21.620,78,23.2274828,40.9294264,56.1200897,59.3950497,23.8070659,39.1806516,30.7373973,15.0815858,0.00337662691,35.9324212,51.5148493,5.7508245,5.61245394,0.552213699,0.176840793,0.00400845622,,,,,,,,,,,,
2026-07-01 19:43:41.607,79,23.2044668,41.0482283,56.1262048,59.3957491,23.8286735,39.2419439,30.8363684,14.9501537,0.00201504847,35.9316843,51.4519071,5.67775023,5.63644619,0.553343553,0.177393033,0.00400695957,,,,,,,,,,,,
2026-07-01 19:44:01.607,80,23.1700939,41.0926166,56.1139865,59.3892155,23.8319866,39.1828393,30.9435744,14.7708513,0.00242754938,35.9580548,51.209403,5.61935085,5.63689707,0.550389504,0.180451621,0.00400663744,,,,,,,,,,,,
